Reporting Economy ISO3A Code,AFG,AGO,ALB,AND,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ESP,EST,ETH,FIN,FJI,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GTM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MYR,MNE,MNG,MOZ,MRT,MUS,MWI,MYS,NAM,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
COL,198687.25833333333,119535.59999999999,317852.3516666666,439563.785,38038592.74,804056535.8283334,53391.041666666664,111413.28833333334,42139135.415,146701362.315,122237.4225,5473.7266666666665,276720837.165,409080.13166666665,4588.485,66109440.395,11256591.291666666,18602854.10833333,5442311.324999999,1595944.9283333335,41756618.84833334,264109.74666666664,415639720.50499994,2713090461.73,279481.18,82291.645,13805.328333333333,11015.306,47780.128333333334,836187867.9666667,416380393.81666666,691773043.9783334,10533083423.073334,4606988.875,340056.12166666664,129.04,3354.9516666666664,0.0,9274.835000000001,127822.94200000001,74432795.98,4096119.123333333,10484460.468333332,1659556.1283333332,72698803.86833334,1939200757.8483334,6827.5225,90538.39833333333,126901548.68333332,46145226.38333333,10272508.645,795906568.4,14390975.68,998475873.3100001,3945765.3083333336,51663.636666666665,118424523.99833333,16824.224,1132866085.7333333,321786.8375,492020257.08666664,3348386.485,2704219.3799999994,6591.486666666667,74641.38,26606.45,2155.036666666667,16376745.75,25859.149999999998,47564608.64833333,1924100.4166666667,52739895.254999995,28165588.656666666,8389060.106666667,3556959.053333333,103433497.33166666,202259383.07000002,911687191.0616666,180672229.09666666,843216.33,77179.28199999999,1034706.7833333333,108582457.52166666,789711405.3649999,483666.62166666676,2504004.138333333,1161364501.7433333,3000938.346666667,1914992.845,17152.48,25054341.483333334,77121.47666666667,805251705.805,178597.904,1212513.4916666667,644367.6,1104544.4633333334,2090.744,15789553.635,2274665.245,19870639.45,22969.595,13425192.931666667,8650231.345,4412285.93,141584.0166666667,40007317.251666665,1162372.415,607292.2483333334,25324.346666666665,3566154336.91,199658.525,33605.14666666667,1882351.4966666664,5996723.435,127.525,11680.601666666667,1388941.6433333333,366148.068,614074.2383333333,53409.28666666666,196384433.75166667,9547.28,7868.593333333333,2387561.436666667,9590996.101666667,309084442.61333334,31246501.11,18181.376666666667,14250315.245,13018890.033333333,45668368.50833333,43031268.845,730038026.6116667,42939006.4,22817.87,105734063.57833333,74224343.19333333,19371266.886666667,7704158.484999999,137131614.20666668,308944530.59499997,71131.49399999999,46633127.20166666,194200.865,3924295.0566666666,121583765.44666666,838379.02,86013.34999999999,10446642.013333334,8707.586666666668,659410.855,0.0,12903.616,139327.36333333334,57485673.708333336,19024202.238333333,158442950.995,60626.845,3844063.015,135606.035,1935.2975,1373526.9,289426075.80333334,1911.0500000000002,7323.635,771.51,66.83,135260852.8633333,5023831.555000001,307941633.24833333,364999.395,111143.90999999999,81918475.99,76151654.22333334,12454828935.295,1738660.8233333332,26778.559999999998,114536843.71833332,621092513.9183334,62108.73,1426632.24,291.83,30291432.17833333,2277.346666666667,95920.068
COM,0.0,0.0,91.1748676,10375.1655646,32583562.455357,653253.266631,0.0,2661.647065,5921.7747617,470287.0956033,2914.4761098000004,0.0,942466.3037272,220515.790199,0.0,61952.96365,56028.163510900005,0.0,0.0,0.0,0.0,0.0,0.0,213979.93014,0.0,56129.211562,0.0,0.0,0.0,130514.6814015,43112.66382,0.0,15672014.675739,194417.96620999998,0.0,0.0,0.0,109199.8773,0.0,53.5654758,0.0,0.0,0.0,5527.485723,21094.08436,698566.70661,4913.025437,0.0,572938.3299966,0.0,98.5604754,11338.73991,935569.1960074999,928211.5301346,0.0,120382.8659344,803.7221099,0.0,33981432.7185675,0.0,399449.5372266,0.0,0.0,0.0,0.0,0.0,0.0,56016.784060000005,0.0,0.0,0.0,90462.071816,55432.45543,0.0,0.0,0.0,1737902.3723099001,8768614.3993582,0.0,223484.39096999998,0.0,0.0,0.0,191401.81853,0.0,0.0,4098258.8570863996,0.0,1156995.2157187,0.0,0.0,0.0,0.0,75864.7083267,0.0,315500.3908095,0.0,21501.18197,0.0,0.0,113125.94172,0.0,0.0,19153.2550474,0.0,0.0,1033383.0694089001,157.07540120000002,2385264.3085706998,0.0,0.0,0.0,0.0,27.7404886,0.0,0.0,0.0,41362.866144499996,0.0,5235040.3692415,0.0,4046373.442996,14048.081673,0.0,0.0,0.0,703570.67766,11054.97145,0.0,15372.58448,391840.21205549996,29660007.7495568,35417.74112,0.0,0.0,0.0,229217.78884,1983.814536,43681.87629,114726.975271,267433.38542,0.0,0.0,838876.2637837,23995.745458999998,13965.663685500002,788497.47521,0.0,0.0,0.0,0.0,0.0,8903.974774,0.0,0.0,1065.4365964,0.0,0.0,512.9429959,0.0,0.0,0.0,19100.5337612,1533480.9398904,0.0,0.0,0.0,0.0,0.0,0.0,3072477.5040133,2811081.785471,0.0,0.0,0.0,629355.815925,0.0,0.0,0.0,3796215.956113,0.0,0.0,10468.9244315,4661099.9378015,0.0,0.0
CPV,897.6577628,123780.13205917501,128476.3431,50998.504700900005,844233.792503275,6031619.867644951,11197.77182,0.0,70212.066262275,296792.9682117,3720.79454395,0.0,27091405.4638391,0.0,0.0,137850.626010025,117453.383351525,0.0,34558.84145,68.86574225,0.0,0.0,0.0,23364494.302921675,0.0,0.0,0.0,18.3877556,63.6621661,1154717.570285725,3894283.7905126503,158744.63233300002,42441350.72498855,2089198.9914592248,231057.18032875,245650.61646666666,92353.26355666667,143847.47274305,0.0,0.0,9446.800121,163220.851746,88.556809,18995.883818600003,136254.2066344,11274255.138026726,0.0,0.0,967613.3283506499,0.0,332827.329961675,178500.57590865,1426602.4656763251,91357617.6775535,0.0,0.0,636500.951913675,0.0,19823440.023921274,98310.42965500001,2302396.461422725,4161055.920833333,828141.880840025,16490.54573105,974.7844771,181454.24409565,913999.5377333333,2895397.251160725,0.0,4175.975612,0.0,102070.94801822498,0.0,0.0,0.0,49511.760022275004,913686.48025705,3801604.168362675,525063.5702475,235266.7024579,0.0,3447031.9972380004,2076731.81137965,24621119.513155024,0.0,12467.33638,8803712.548199976,0.0,180417.95751606664,316.0928246666667,35047.568795,0.0,1398424.5574827502,549.7774302,0.0,103711.018965725,20546.200169000003,0.0,0.0,0.0,107389.33149233332,0.0,140811.812916425,178885.715534475,13746.5573032,1629.6101136,4388772.827781275,0.0,0.0,0.0,182671.37016596668,0.0,86.6121582,460795.8143639,23143.47298,29962.8306781,0.0,1188.26661995,2863.6307035,41305.624291366665,0.0,872066.87204145,9123.952812566667,107360.70340869999,94268.90120235001,0.0,57722251.69256745,116052.093396425,0.0,658870.1942026668,0.0,143750.907835325,98277.28663560002,643478.43615795,3676.7840044000004,0.0,2060324.6660530001,326688489.5968275,140683.51754552498,154202.48338604998,1121239.8353921666,4248745.216411251,0.0,114191.478324125,0.0,6580100.022128225,513723.06905967504,0.0,0.0,0.0,0.0,30473.58653,0.0,1366.1673885,0.0,734261.791795775,209770.874731,1123003.535693725,26488.938439133333,0.0,0.0,0.0,3074404.2667642753,8767761.624316975,0.0,0.0,2462.8510701,0.0,369845.79045,180888.1536275,5875874.76941585,0.0,275498.4631333333,259424.50453942502,390702.12943,12457259.2799999,0.0,0.0,0.0,1951404.1999792247,0.0,0.0,1319.861272,1488239.4029361252,0.0,0.0
CRI,8292.783333333333,6926.8525,71223.7825,49992.9075,14258726.8,105093936.875,81725.175,16593.76,7109781.3625,24058602.0475,3830.2275,2159.6766666666667,62672918.38,37595.65333333333,538.97,14869548.844999999,2565374.1825,363639.7275,4216017.6325,85022.55500000001,5135525.13,202506.79750000002,1703521.1025,333330571.3225,119160.84499999999,3434.2533333333336,15740.51,21344.3925,10491.0575,156801574.76,154587145.39,259988801.4375,2136846445.84,7234.5575,6584.495,477809.7125,464.0,304540221.20000005,30796.1175,395.56666666666666,0.0,1436044.965,659831.3624999999,58634.475,8492816.4275,397815365.11,48505.95,71433.63500000001,35306494.2575,42316172.4275,1364970.7325,30641818.110000003,2087575.1025,255693487.3075,2742103.9375,26494.515,12062569.2825,76820.61499999999,122847193.885,331.41333333333336,126195327.2775,461847.59249999997,125130.50499999999,938.0366666666665,17069.0775,4979.363333333334,0.0,2445102.3200000003,1369.165,413163094.9575,1081575.6300000001,217467914.05,108420637.80499999,277115.7825,355641.6875,38338016.49,42605640.5925,179528299.5,60055698.45,45428.11000000001,995.39,1052191.6925000001,44536720.0775,203948357.82,1346612.3025,481474.32,381722882.04249996,53607.145,96486.4975,270.7366666666667,5081692.6899999995,872.9633333333333,211101116.54000002,13095.28,32957.2775,45815.465000000004,201.8,69.98,37912.575,199914.13499999998,4450429.4725,25994.3,23855076.925,12892175.38,2799621.83,349630.6775,5295186.205,12494.6725,100040.4075,283954.4225,1111171275.4625,51997.24,302.075,215432.46,641273.49,5.4,69712.23,308056.6425,3210.54,5531451.605,50237.175,62991620.2175,5336.08,2938.8,38635.7925,149891158.195,129693848.91499999,6836262.4675,8487.9275,9425985.245000001,1499895.4024999999,8130108.285,244607805.36249998,62875223.0925,11347585.959999999,12882.429999999998,15084742.61,14111209.5425,11781436.307500001,10092447.59,3433446.775,58090831.92,94.61,3932388.9549999996,9916.733333333334,8984.495,55322521.33,216.06,1935.6475,239526822.74,2626.4449999999997,1123881.4175,2248.6,14.89,14496.814999999999,3832621.025,3134032.5675,44962314.0575,20181.934999999998,264522.5375,21700.63,1357.895,16285.289999999999,137556845.8125,7760.945,1022.26,389.33,0.0,10775628.25,929203.52,70024932.3875,32048.387499999997,4854.5525,30316791.6425,36329161.464999996,6075215664.2325,70879.845,48523.575,20358580.185000002,76675395.5075,1624.0366666666666,128570.46333333333,0.0,6042668.1475,74218.6675,9561.06
CUB,0.0,1642024.5599999998,1688463.2580000001,11130.746,2679473.562,341572397.61,32946.93,484810.10500000004,2665736.2879999997,22062677.196,4771.61,900.68,97473440.624,0.0,0.0,2362437.65,4332394.172,33302.98499999999,474140.855,177631.68,16738263.352000002,210753.99000000005,3313187.0880000005,382356715.524,1549216.0733333332,0.0,0.0,0.0,232049.29,279995352.176,30575309.884000003,40724113.107999995,1544613324.582,37914.19,65546.03666666667,157634.71,1550990.1975,64803091.53199999,160091.51,110382.1,20780514.95,0.0,3146488.8674999997,126491.63,47790087.194,307991748.502,1078.92,351968.306,24871155.428,45075806.654,246598316.146,20288937.092,10869981.324000001,1074730263.402,16689781.356,2028.33,12182491.634,0.0,265342516.452,673.45,44489082.052,746291.722,706.05,5945909.07,8719.98,0.0,10426113.78,12583603.646,0.0,29951200.786000002,11025297.5275,3129526.9679999994,8261077.352,683917.882,4752.354,4160237.236,18808904.66,82303719.172,3339643.288,2558565.968,0.0,1204996.956,11218396.952,374341748.202,2741811.732,6937.52,72235206.364,2875934.1500000004,81341.54000000001,0.0,452006.82,1958.1200000000001,95915834.636,5038107.655,7607.525,38237.47,0.0,1724248.9933333334,60157.18,68650.076,186912.666,11986.07,6838338.966000001,429238.604,2620857.97,2384.6,3895345.62,2762.665,87259.1,0.0,431204859.436,52646.206000000006,46835.399999999994,2336.084,46686.740000000005,73415.802,985.0,202166.565,48860.345,0.0,0.0,19321418.553999998,55116.655,111570.54999999999,1922647.2550000001,3255871.4359999998,157736350.158,5470328.32,1343.4533333333331,38276829.932,0.0,10762178.36,52962808.326,10167512.33,1177800.906,259.59,75412470.76,59529215.146000005,1685174.0059999998,2294329.646,2284705.5259999996,359870531.15,37142.619999999995,11273934.778,6327.883333333334,19478.466,2720178.468,1140.7,19068.192,13479793.248000002,0.0,395065.05999999994,0.0,575.39,1413294.042,24264255.276,1996809.148,66000020.932,1191.2060000000001,18032.42,7471.39,2723.44,0.0,17386959.001999997,699973.09,0.0,0.0,0.0,61976473.7,2013207.742,52373388.812,362754.0,257998.23,11938057.186,63015781.567999996,265923282.402,1623.37,0.0,1559267018.156,278278153.444,0.0,0.0,0.0,7186762.08,904.0,0.0
DOM,167144.90867652002,1283083.5187818334,702177.5700114834,109112.5186849,5480701.13262772,173021954.34349057,22192.567082249996,13473384.01764735,15404006.69162935,21367941.660851132,247.2599945,702.7971984,83215878.52074216,3476.262508625,1810.017608225,8841038.770849934,4085355.748218767,287610.122991,23026801.278707515,81847.23972818333,1518886.1399489169,397481.44606253336,4321546.237513884,691738092.3931199,5186963.2054094,11859.271195783333,11460.80020005,32400.825972925,24898.21002233333,222306145.06909835,68930524.20383762,69267956.74732278,2877539617.5886054,2361154.8874491,3798602.0851462833,298387.2046276833,183229.90821594,412104524.50033313,92438.77482893999,32814.362600383334,223992633.14416134,7009360.4424766665,3568074.6703891195,80506.70167886667,10131869.803408751,358653145.80599374,105.5999985,998827.9727755333,75193602.86471204,0.0,4934690.992215566,85136867.15998733,10421362.766658416,651215473.3444455,762735.58619985,217204.37844899998,18186218.3170151,2089315.44545295,178723678.60468864,3822163.5925871995,179840440.703511,209290.44465501668,3214966.00633755,4706.5077516500005,17406.775286,6377.92234175,1553349.40071995,6982425.4831894,60169.52314518333,170275889.93556145,5057538.043009416,52453072.535152495,96875269.50314355,3406480.5330028334,37649782.228987046,10447126.326093351,64160848.756087005,223799510.28729168,25753218.433769252,115564.27185352,47740.27242465,235567.41632249998,25504064.12299797,408063408.57480794,1583893.1231401833,864887.4545639501,352088042.84694254,2319117.2897420665,59768.14346885,17311.702959016668,2477844.435242517,12041.5849998,250587155.12751698,689971.3778028,31100.681153399997,210946.8986411,18394.109536440003,3257.76833635,5057348.632591667,18785.064349133332,2891323.0893827337,11822.1885149,10300903.075335866,3652157.5002699834,5375127.470037983,58568.03128791667,8838803.496548884,21524.879961383336,303414.1875713,2311.2908265333335,842991007.4238213,13708.593321416667,15495.104141816666,1866923.6410754167,416228.5409744,3902.7276448750004,17339.376397425,296834.47520008334,118076.68256323332,64111.23207495,4285238.24463286,36828713.44220936,25732.2108444,1984.612499075,127275027.79622258,23481407.47841615,309618116.92170864,49855053.83802336,28901.205156300002,14245458.668956367,1626872.9477384165,9552179.30315895,71430456.88365944,86837590.42112088,24402522.264335547,1015.872009,23600161.344566733,28637035.077952832,3715694.9563680664,273251.64774111664,3309621.2147633336,79656259.24520536,4189.3,17565863.64838225,59097.53056033334,95995.14551543334,22106218.925675582,74641.51326416667,53758.689242466666,104701092.91083999,433.80602769999996,943486.8666235333,0.0,24991.919181066667,434452.3305163333,1398959.7690071166,3149192.485702733,71135018.48888949,730856.50624396,0.0,350013.8984889,95183.44459186668,13410780.333333334,82603151.28941749,2871.95254785,21125.347302899998,62.299949999999995,850.579995,280280599.6249173,2431286.1573548,111379682.07767783,421333.4066306501,197386.65173611665,68922913.96781535,54799551.760439016,8397539355.1717,92128.80442576668,13130.6874222,37854447.418758236,65009070.688524336,3352.2966252666665,11024.747276824999,30791.535696866664,14242508.305205517,29409.842396216667,49251.14505361667
ECU,19923.033666666666,327493.95,678394.2246666667,34168.1775,11670408.141333332,347215225.6206667,34985.46666666667,350.98,14082709.821,52326770.23933333,0.0,132.45,103645281.55333333,78000.0,37239.866500000004,12804122.718666667,3852181.5416666665,4966442.728,234925.383,213021.21866666665,7190924.175666667,6928.295333333333,217612374.43166664,807790107.3249999,120762.60999999999,15824.806666666665,0.0,6.0,532.0225,236147859.131,105954973.78133333,455118855.398,3507615468.2103333,125852.94000000002,13309.821000000002,0.0,5831.456666666668,1522164287.3033333,828.29,497431.516,41754904.895,5726567.208,643218.6849999999,97907.745,17579639.7,497320215.9503333,469.47,24002.916666666668,30124737.029333334,20305607.938333333,17.8,0.0,4591358.255,448116159.4523333,10003193.094,12629.112000000001,22327854.555999998,44250.695,180937369.919,4504.230333333333,115209429.21433334,1063714.6156666668,24372.03,986.17,5759.0465,1000.0,15627.28,3470802.537,9382.85,34766611.311333336,824210.3706666668,44860592.388000004,6721964.127333333,428774.88999999996,19064.500333333333,28806875.64866667,88860416.34366666,285140932.109,31018520.03133333,754746.0323333334,9059.49,555706.3616666667,24741528.69666667,291305687.2326667,300738.20999999996,1232073.8446666666,477931103.79233336,7530.59,586262.5193333334,5009.7,6799258.131333333,672.06,621886466.434,1205.4180000000001,124287.06766666668,146389.33,36.19,92.36,47.8,748841.3376666667,11187894.513666667,3980.9726666666666,11353853.130666668,7146953.852333333,8873664.825000001,11136.086333333335,4353507.303333334,34650.25633333333,150155.74666666667,2979.99,660164000.0763334,58683.52666666667,14239.456666666665,51520.48766666666,964459.531,4604.0125,41898.543333333335,8970.099,14582.313333333334,373749.03033333336,14909.685666666666,58542858.30966666,2350.405,13395.053999999998,9041833.03,6513416.678,336761957.529,7465142.923666666,2367.9849999999997,3806908.676333333,339391.5633333333,10678780.209666668,813522093.1056668,702043099.5363334,20490267.478333335,1420703.709,24470924.10866667,26856945.002,56567532.817999996,1391304.2736666666,13569508.904666668,203437859.18366668,9095.529999999999,17558981.626333334,34744.764,245072.58466666666,65919426.96433333,429403.115,38412.37333333333,5814362.783,316.629,1609014.254,0.0,4447.456666666667,33445.700000000004,5986880.054666667,6222401.462666667,42656704.61333334,0.0,879382.4390000001,605750.2783333333,0.0,0.0,211763196.73599997,0.0,579.74,904.1205000000001,819.48,8462924.420333333,2868208.9133333336,52589873.30066667,47.474000000000004,0.0,1851509.4910000002,48018073.55666667,3971800596.8073335,505984.5,0.0,10845575.833333334,162853519.91799998,5052436.0745,109477.175,1039.31,8426681.894333333,0.0,4893.42
EGY,552298.59555,19569323.1047,5927441.75925,5550.216833333333,1270813377.4358501,1442396162.339125,8038591.448033333,37287.662366666664,414867548.004825,289227239.326925,2108421.2158999997,114224.00706666667,979552454.14095,28348732.71355,23583422.924725,51339022.215625,250448058.7642,225878288.9986,2998.3,22345857.3055,73769874.58489999,983203.8934,448709.505225,2704548600.8302,46338.58275,1334640.557725,13593.0,101344.0515,122098.09225,291616767.03464997,832909228.91905,20923318.18065,10228722691.566925,3210310.6015250003,2465514.381625,38716048.587275,32928975.349575,18607190.233525,290850.23365,23324.1621,3210290.7961750003,85188.74175,0.0,110434093.85415,451786711.74325,4766770403.5867,4900114.408775,0.0,192971452.999225,27575893.979500003,382511680.8357,6764386.540925,0.0,2045612520.4747,31659974.263325,14754870.449025001,496703809.20397496,0.0,1653487769.439,444170.762925,1561367077.72625,13501694.312325,14337730.8407,5943407.946975,222009.25885,61763.791666666664,13899812.165366666,878298275.769225,19097.3922,20739370.5861,0.0,69453123.921375,285269.215625,90893620.904925,4678.52365,174183909.0598,1096542627.09,2461152485.1569,246701454.7417667,16687624.4026,670433160.89115,14161470.2193,70111822.320825,3666589737.208775,3163045.91555,135624310.85997498,1206109861.755525,21722900.719375,278637295.34965,0.0,4405467.854625,29.0,2020249281.7679749,1742077080.066575,55526.33056666667,107398347.215325,409.0052,89818530.82705,0.0,107988.140975,25539429.225675,5702.0,66926221.181975,11647454.320125,70925511.459225,212616.86103333332,199737875.2436,4748885.2103,0.0,85411.9397,122557024.24245,2439781.37785,8902.693775,279757884.1334,0.0,0.0,80636.180175,3656320.401075,2007060.1778,1542217.483925,33072296.8921,505857890.69072497,1549968.823275,63844.0,210814527.3014,54883.707975,1117017040.71715,310574310.764875,139987.3847,266706695.050525,188957839.34695,100992818.50595,2672909.821375,8232326.4596,18246145.509675,22236.295166666667,442803652.461775,208484037.70915002,37945891.48005,857703459.81865,700191958.851925,3781492576.070325,244687.125625,4480942422.1483,145255982.416075,843451.36,248665874.97025,3030.0,504272.994699975,4763694.3974,1334532.6567,81918949.42935,0.0,14961.0,233599.55229999998,213573593.37685,58330371.043349996,755290233.466925,1026262.40315,129449.2185,106462235.62655,766114.435675,2427204.5042333333,905142943.6524,301955.88025,230603.09100000001,0.0,0.0,53363166.27175,102507952.554775,3085819529.61825,6138175.2143,5323201.072000001,2419972469.58225,38679237.13645,4584035770.544075,5470117.53335,581457.5273,22172616.712275,614894039.0126,19336.6174,0.0,31684067.496124998,145644625.73005003,201565165.31605,10096830.558349999
FJI,71962.5314,0.0,0.0,11570.9911,7962935.14555,342206.21815,0.0,25052.636749999998,412962810.59430003,2212684.4823,0.0,0.0,5412288.243999999,0.0,0.0,1789542.3209000002,202061.69385,120355.3035,3048.8673,66.1259,664278.3407000001,4131.1391,1170.6581,1121752.2587665,4540.24385,119394.5485,0.0,0.0,23920.0732,19946031.426400002,10816913.080049999,954073.20835,411081987.902,0.0,13609.86925,0.0,0.0,201634.47674999997,2659.6228,0.0,6088.465,257.55215,74738.83695,83932.45525,97405.83810000001,8840520.169615,0.0,23860.7544,6102021.10195,11183.0572,0.0,0.0,218649.64085,2140882.256,1312.2558,4178.0874,1290218.9544000002,0.0,13393995.57695,9760.28675,20761256.8041,454338.2936,3401.23745,0.0,0.0,0.0,0.0,19031.8088,0.0,109182.42495,1946.3382,68811813.1622,0.0,100349.9486,135.1127,24966.85875,25799492.6337,57888436.26555,23474445.29295,147944.01105000003,299.62334999999996,13460.56655,2118511.0793500002,6158562.403615,44293.436799999996,2311.4894,109615526.6209,2761.2428,84464.18475,0.0,25882.9918,3548.4327,92048636.63345,31760.74675,833.15345,42989.600699999995,182.8187,0.0,0.0,0.0,3641066.7633,0.0,22630.934999999998,187900.3169,5415.664999999999,40747.1708,95149.468,0.0,27906.226300000002,2383.4499,1495381.9815,236.3278,21928.51875,7677.0345,41263.2372,0.0,3299.76265,1258.24915,0.0,21506.21465,139345.21039999998,58952831.25465,509174.8616,62318.56614999999,9441.1763,47615.9936,5605056.42395,141260.825,6022.6943,405593153.8767,92365.1992,1476983.8997,17875.4529,3246.1531,2609577.25945,5715808.521,273450.1796515,43150.1075,3907.9847,617823.65105,9068.148799999999,492655.47634999995,0.0,111878.61355000001,4264.8813,14067.06915,514704163.2635,1727345.2556999999,1299.0447,0.0,0.0,0.0,0.0,0.0,134.6352,44103.73995,4018.4095,1277323.5743,4374007.4643,0.0,74003.152,0.0,0.0,66142821.9992,0.0,0.0,0.0,110217.5571,17138.0149,2454.93815,2027371.73975,0.0,423.9578,150446.93245,16426.9306,63925209.566,0.0,30498.0203,6338.3623,24941123.4186,7967229.5976,255782.4209,7104.6052,2842137.81585,0.0,18047.8051
GAB,11201.31616,1177411.5513788,68825.3029826,233690.8493165,32887402.498748,8071395.969502,40909.68592,603.6763368,3451929.9953560997,5369879.4294595,21053.1703012,630.873264,53113876.70059,1820793.3598186998,142532.6685609,787115.0555816999,435691.976733,881489.2612415999,15481.931714100001,218927.5839583,248348.738465,0.0,1131.3807018,42756647.553099,0.0,157237.8639647,123.9999779,13377.80725,1.6812585,11503501.1663474,7350110.6123615,891506.4704851999,352699913.8009934,8826090.2050762,25818493.1457082,142265.7717208,9588234.158906,24582501.764470898,32291.2498602,1894.171204,193374.47395400002,4307.215528,0.0,101710.32713250001,6242525.1888138,76313167.30533999,92702.1325263,499.9526394,4874472.4369484,18235.9848309,476962.7572516,54798.1640476,13899073.1067766,49594366.603829995,27298.1601417,9617.0462483,1742391.3069209,0.0,704689768.5879999,0.0,51025719.315496,6284.872933999999,3433264.9965385003,7905.8455416,1655.039591,0.0,3149117.7868414,9575342.022756001,0.0,5371.6983328,665.9705881,810665.1071122,18857.300046999997,390249.995805,0.0,3879330.7883638,10540985.442052,71736715.746667,10216435.928067,2094155.649577,0.0,562584.9046100001,7946296.395703101,60860848.191317,28798.7903917,220762.35970210002,58311198.5305599,565.1321798,264292.7362854,5416.061971,6083158.762462299,2535.2753556999996,9763777.9959965,522562.75794000004,51.1696154,3723591.3266251,89775.37183599999,0.0,0.0,238.0371925,288893.060107,96.3005281,210298.9557763,694403.2570951,54676.570438400006,0.0,46157440.7020938,321.6431232,206463.17725550002,0.0,3909355.1698271004,10606.150663600001,74433.1582599,137783.3495038,4573.614894,0.0,0.0,732799.5847341,1020272.2428276,324619.23230200005,0.0,30384565.1430965,60098.6761781,15598.9031216,4818255.991316,1501.122656,68494871.883446,5915685.2915776,0.0,4768847.4123426,191354.3921751,1368787.3532969998,607.7875786,268561.30309239996,580652.1329388,202981.457907,16740157.639251001,11810881.3293686,6667447.625812,177946.7556441,3300568.9274138,617186.5874406,800.0716072,1162013.8935949001,7239.153209,9795332.699617801,21712411.583416402,1414.6466131,45400.5700836,6166.7986764,0.0,2673621.6789912,0.0,223.1301466,125397.5640323,1886559.1957733,1021440.3565404001,7438257.781682299,233002.6952725,5361.201005999999,4298.0166659999995,277.0585773,68852509.33695,69533373.4375289,0.0,0.0,99414.6252032,0.0,6735.662676,12372548.75402,20651496.613140002,49711.9019133,56091.6622397,10847206.9406434,5201659.9446799,166548797.83760402,1308.467638,504.9660611,1205.9597753,9825936.8033847,0.0,0.0,0.0,44944827.931287,255.4770871,23241.6022053
